comment,class
تحية لنزار معندي منقول اغنية جميلة بتوفيق وتحية لملولي لعاز خوية راك معاه تحية من اكادير,0
بصحتك جبت الربحة ههههههه تستاهلي حيت معندك علاش تحشمي أو بزاف مزوجة أو كديري هاد التقحبين أو زيداها بالبكى بالصحة,1
لاحولا مكان المرأة في المنزل الله استر اوصافي ,0
مرتو كاتشبه للنيهان لي فحب أعمى,0
الله يعطي لمك كتر من داك شي,1
كورونا تتمشي صافي,0
فلوس الحج لازم تكون من مال الحلال اختي,0
فكرني نمشي نعمل كحل ,0
 كول واحد فينا خاصو يعيش حايتو وهوا حر فايحاجة بغا يديرها حنا مسلمين وي مي ديال لقرن ,0
أش هاذ الجراثيم لي شوهو الساحة الفنية آآآش داك للفن سير تغطى ونعس ومنين تنوض قلب ليك على خدمة,1
الله يعطيك دقت مي عرفناك تدير مايكب أو تتغني أو هداك مكياج أو هادوك دفران ولكن هاديك قميجة لاش هبطا على كتافك غير لي فيه شي لولة إقووووووول راني فنان والله يهدي مخلق,1
سيراللهيعطيكشمصبةعلامتسعىقرباتءناللهوءليهراجعون,1
والله تاكتصبرو انا منصبرش نطير عليه فحال شاكي شان نتف عض ضرب نحيد السباط نفلقو,1
ربما جمعت اكبر مشاهدين منةفيديوهاتها السابقة التي فقط كانت تظهر دبرها فيه بعد الذي تعرضت لهاللهم لا شماتة,1
خطر على المجتمع  يجب أن يوضع حدا ,1
سلام اخوتي تحياتي انا مزوك فيكوم الله ايرحمليكوم الواليدين الى مادخلو لقناة ديالي انا كوميدي متنساوش ابوني اوجيم لي فرحني ربي ايفرحو عند الله ويسر الامورو عند الله اخوتي زينين,0
ضحكني هذا لي كيهضر تيقول وا في بوزات مختلفة  قالك صحافة نتا لقلاوي الله يجعلهم في كرق,1
عبر عليك غزا فيك وكان كان راجل وكان دبحك فاسدات تفو تريكت الدرهم,1
المغربيات احسن منكم,0
بنادم مكيفهمشي يديها فكرو,1
حتى انت باين عليك بخبيزتك سير ديها واسترها اما الناس ماعندهم ما يديروا ليها الواحد يقول الله يستر كثرو علينا الافلام,1
دعيو معايا عفاكم نولي لباس فصحتي الله ارحم الولدين أربعيين دعوة مستجابة ان شاء الله,0
اللهم انصر المغرب وعاش محمد السادس,0
يا ربي تعفو اعلينا من هاد لبلاد,0
الملك محمد السادس عيط ليه رونار ,0
الملولي طلعتي راجل وسيد رجال وقفتي مع نزار وعطتيه قيمة ورجعتي ليه كرامتو ورجولتو الله يسهل عليك ما صعاب ويبعد عليك ولاد لحرام فينما حطتي يديك تربح هدي دعوة من ام ومن لقلب,0
بصفاتنا  نحن الامازيغ نتبرا من هذا النوع من البشر,1
ضحايا فيسبووك بالعربية ,1
باينا فيها بنت املامح ديال البنات غير مسكينا فيها الوسواس,0
ناس لي قالو قناة لي منها لفوت مال صحافي قلب عليها راه هي لي عيطات ليهم ولبسات لباس ديال لفاسقات ربي متاحنك زمقدرتيش تصبري حيت ايمانك ضعيف لدرجة تقدري ديري اي حاجة خايبة على ود لفلوس تفو عليك نتي نيت,1
كذاب لعنة الله عليه,1
دخلو سوق كركم ,1
صرفقك عاد حواك سير الله يعطي لمك الشلل,1
أكبر  ولاد القاف  هما نتما ياصحافة  المجرمين  والمفسدين,1
الله استر والله ألطف بنا والله اهد بنادم,1
تفوووووووو عيفتيني بديك المسكة جبتيلي شقيقة يعطيك موصيبة داك راجل يا مسحووور يا شادة عليه شي حاجة,1
آش عيتقبلو فيك ونتا فظاحتيهوم,1
فين ما كانت شي هركاوية كاتجيبوها تفو على نيفو ديال الخرا,1
واكل شمندر حسبي الله ونعم الوكيل,1
ناري على صوت فلول كليب بحال شي حمار ينهق,1
فين الرجال المغاربه يرقصون في تيك توك ياودي على الرجال,1
مياده مساء الورد منوره ياجميله,0
بسم الله الرحمان الرحيم  حشفاً و سوء كيلاً لا بكت عليهم الأرض و لا السماء,0
واااااااهيااااااااا ناااري انا ماشي حتى يوتيوبرز وندييير موونطااج حسن من هااكة بفف  الفن مشى مع ماله,1
لكن من انحراف تيقات رسها بأنها ولد,1
على سلامتك اخويا نزار مالي رجعت اليك الاغنية,0
صحاب ديزلايك باقين نيا,1
الله يشافيها ويعافيها يارب رغم شكل رجولي ولكن فيها حس البنت,0
مط  هههه زعمه كتحتافضو علا الخصوصيه هههههه اللله يعطكم لمسخ امين,1
المغرب مشا فيها,1
إوا هذا هو مصير أي بنت نية لي دارها بيديه يفكها بسنيه,1
الله يرضي عليكم السلطة عاونو هد البنت اوهد الولد,0
تحية لأي واحد جاي من عندك ,0
مبروك عليكم  عقوبا الدرية الصالحة  ان شاء الله ربي يطول في عمركم اختك من الجزائر,0
مافهمتش اش تتعاودي دابا لينا الله يهدي ماخلق انتي مشيتي معاه بخاطرك فرطتي فراسك بخاطرك وملي تحصلي تقولي ضحك عليا,0
كتكولراجلاوبوجهكاحمرقبحاللهسعيكعليكبالطبالنفسي,1
هاد نصيحة متنساش تقولها لمك و ختك و العاءلة ,0
رجال ونساء المغرب الكبير شكون حاس بالمرتزقة انهم كلاب ضالة اما المغرب فوق ويبقى فوق,1
اقول لكم الحقيقة ذهب الرجال وأخذت النساء مكانهم,0
احسن حاجة هو الوقفة ديال الملولي معاه  الله يحسن لعوان والسلام,0
كون كان بصح رجلها والله متصور هكذا,1
خونة انفصاليين دايرين بحال أكراد غير تايمصو في دم الشعوب,1
فشطيح الشعبي كاينة خير منهم كاملين او زوينة عليهم مسيرة موفقة  خايفين على لكليان ديالهم,1
الله يعطيك الصحة بردتي ليا غدايدي و ان شاء الله هو لي يدخل بلاصتها ,0
ولا حول ولا قوة إلا بالله  ,1
عليها ربي مايغضب علينا ويسلط علينا هاد الوباء ياربي تسترنا,0
التعبير مشا ههههههه سير يا الزلال الله ينعل لي ما يحشم ,1
الله يعطيك البواسراوجه الويل,1
المستوى ديالنا حنا المغاربة فين وصل اخواني المغاربة واش مزال ناعسين مبغيتوش تعيقوا واش عاجبكم هاذ التفاهات وهاذ المنكر لداير هاذ الحشايشي وهاذ العاهرة هذاراه الجهل والامية كلنا ينحب الموسيقى والاغاني الهادفة ماشي هاذ البهدالة,1
وا سي محمد سير دير رقية راك واكل شي حجا من نوع رافيع,1
